Company Name,Job Title,About Company,Location,Skills Required,Logo,Tags
DrapeArc Organization Private Limited,Structural Engineering,"The DrapeArc team is run by Mr. Dharmendrasinh Gohil, who has experience in architectural, interior, and landscape design in gulf countries since 2012. The team of DrapeArc is led by qualified professionals with the Midas touch of architects, engineers, and interior designers, who create versatile design infrastructures ranging from architectural monuments to interior design projects. DrapeArc is managing the balance between modern yet elegant designs leading clients to feel better.

DrapeArc Organisation Private Limited is a full-service commercial/residential real estate firm. We are a fully integrated, full-scale land development, design/build, and property management firm.",Work From Home,AutoCAD ,https://internshala.com/cached_uploads/logo%2F61209808eae8a1629526024.jpg,structural engineering autocad
Webknot Technologies Private Limited,MEAN Stack Development,"Webknot Technologies Private Limited offers services with strong expertise in new-age digital technologies. We specialize in building innovative software products for enterprises using cloud-native architecture, microservices, and agile processes. Our strength lies in leveraging digital technologies by integrating applications and thereby providing a seamless, efficient, and intelligent platform. Our business accelerators and software engineering processes help in deploying digital technologies to create a unifying customer experience.",Bangalore, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,mean stack development
Infraplan Engineering Services Private Limited,GIS Development For React.js,"We are actively involved in planning and detailed engineering for various infrastructure projects. We offer services in the domain of project development, planning, design, project management, and natural resource management as well as research and analysis for various sectors like water supply and wastewater, hydro-power, development planning, transportation, energy, and the environment. We have also established a hydraulic laboratory for the physical modeling of hydraulic structures.",Work From Home,.NET  Amazon Web Server (AWS)  JavaScript  LibreOffice  Linux  MS-Excel  PostgreSQL  Python  ReactJS  SQL ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,gis development for react.js .net amazon web server (aws) javascript libreoffice linux ms-excel postgresql python reactjs sql
Infraplan Engineering Services Private Limited,Civil Engineering (Hydraulic/Water Resources),"We are actively involved in planning and detailed engineering for various infrastructure projects. We offer services in the domain of project development, planning, design, project management, and natural resource management as well as research and analysis for various sectors like water supply and wastewater, hydro-power, development planning, transportation, energy, and the environment. We have also established a hydraulic laboratory for the physical modeling of hydraulic structures.",Kolhapur,AutoCAD ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,civil engineering (hydraulic water resources) autocad
The Crafty Talk,Web Development,We are an organization that aims to imbibe the craft culture of Indian professionals into young India. We get the young minds to work with the older generations and export the art into the global market.,Work From Home,Bootstrap  CSS  HTML  JavaScript  jQuery  MySQL  Node.js  PHP  ReactJS  WordPress ,https://internshala.com/cached_uploads/logo%2F5e2fdf393a12a1580195641.png,web development bootstrap css html javascript jquery mysql node.js php reactjs wordpress
Ciar Software Solutions Private Limited,Java Development,Ciar Software Solutions Private Limited is an enterprise B2B software solution provider that digitalizes the food & hospitality industry. We are increasing hotel & restaurant profits by 4% and 7%.,Chennai,Java  MySQL ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,java development java mysql
Idea Usher,Upwork Online Bidding,"Idea Usher is a leading software development and digital marketing agency headquartered in Chandigarh and has offices in the US, Canada, the UK, and Australia. We work with entrepreneurs and help businesses gain sustainable competitive advantages through the effective implementation of technology. We provide services in mobile app development, ERP development, and blockchain development.

As an organization, we want to work with enthusiastic and initiated people who are passionate about technology and developing products that solve problems.",Work From Home, ,https://internshala.com/cached_uploads/logo%2F62555b82dfafe1649761154.png,upwork online bidding
Eleqzee Energy Solutions Private Limited,Electric Vehicle Engineering,"Eleqzee is a smart manufacturing firm that develops technology solutions to accelerate the movement of the commercial sector to alternate fuels. With a founding team from IIT Kanpur, we focus on delivering high-quality and competitively priced products to our clients in the mobility sector. We are on a mission to convert 3 million ICE vehicles to alternate fuels by 2030 and currently looking for comrades to lead our battalions at the frontline.",Kanpur, ,https://internshala.com/cached_uploads/logo%2F6241d2d53a23d1648480981.png,electric vehicle engineering
The Crafty Talk,Artificial Intelligence (AI),We are an organization that aims to imbibe the craft culture of Indian professionals into young India. We get the young minds to work with the older generations and export the art into the global market.,Work From Home,Data Science  Data Structures  Deep Learning  Machine Learning  Natural Language Processing (NLP)  Neural Networks  Python ,https://internshala.com/cached_uploads/logo%2F5e2fdf393a12a1580195641.png,artificial intelligence (ai) data science data structures deep learning machine learning natural language processing (nlp) neural networks python
The Crafty Talk,Electrical Engineering,We are an organization that aims to imbibe the craft culture of Indian professionals into young India. We get the young minds to work with the older generations and export the art into the global market.,Work From Home,AutoCAD  Circuit Design  Robotics ,https://internshala.com/cached_uploads/logo%2F5e2fdf393a12a1580195641.png,electrical engineering autocad circuit design robotics
Ace 360,Web Design,"We are a one-stop solution for all your branding requirements. We are into website development, mobile app development, and digital marketing.",Mumbai,Adobe XD  AngularJS  CSS  Figma  HTML  JavaScript  ReactJS ,https://internshala.com/cached_uploads/logo%2F5e2fdd7918e8c1580195193.png,web design adobe xd angularjs css figma html javascript reactjs
Studytonight,"Content Writing (Technical, Coding)","We offer interactive coding courses for HTML, CSS, Javascript, and Go language, where users can learn programming by solving coding exercises. More than 450+ coding exercises are available, with in-browser compilers.

We offer the best place to learn engineering subjects like Core Java, C++, DBMS, etc., through simple hand-written tutorials, tests, and interactive coding applications. Our mission is to empower young students to be inventors and creators.",Work From Home,C++ Programming  C Programming  Data Structures  Java  Python ,https://internshala.com/cached_uploads/logo%2F635236d0889e81666332368.png,content writing (technical coding) c++ programming c programming data structures java python
The Highlight Interior,AutoCAD Drafting (Interior Design),"Established in 2015, The Highlight Interior has been creating beautiful spaces with utmost simplicity and minimalism. We believe that interior design is about more than just creating beautiful spaces. It's about creating wellness through spaces that inspire joy and peace to the people using them. Our motto is to create spacious homes that boast luxury, style, and grandeur. We emphasize teamwork, innovation, and the creation of real value to our clients. 

We have organized ourselves to work efficiently to help our clients achieve their goals. The Highlight Interior is led by professional interior and architect designers. The Highlight Interior strives to achieve and fulfill our client's needs with the design and production team to produce innovative and functional design solutions within the budget and schedule.",Delhi,AutoCAD  MS-Excel  MS-PowerPoint ,https://internshala.com/cached_uploads/logo%2F60af3e2a8993b1622097450.png,autocad drafting (interior design) autocad ms-excel ms-powerpoint
Brew Crypto LLC,WordPress Development,"Brew Crypto LLC is a US-based company with branches in India, Singapore, Malaysia, and UAE. We develop web3-based products in fintech.",Work From Home,CSS  HTML  JavaScript  PHP  Search Engine Optimization (SEO)  WordPress ,https://internshala.com/cached_uploads/logo%2F63e71b964c9451676090262.jpg,wordpress development css html javascript php search engine optimization (seo) wordpress
Cybernauts Technologies Private Limited,Backend Development,"Cybernauts is a software development company, with the primary aim of product development. We also help people in fulfilling their business goals by developing mobile apps (iOS, Android, Hybrid), websites, designs & creating brand awareness through digital marketing.",Ghaziabad,CodeIgniter  JavaScript  MySQL  Node.js  PHP  REST API ,https://internshala.com/cached_uploads/logo%2F5f8e71d3433821603170771.png,backend development codeigniter javascript mysql node.js php rest api
Skygoal Tech,Flutter Development,"We at SkyGoal Tech are both skilled and enthusiastic about providing tech solutions from conception to completion, assisting in the transformation of creative ideas into long-term and sustainable solutions, all while staying under budget and with a comprehensive grasp of the agility required",Work From Home,Cloud Firestore  Dart  Firebase  Flutter  iOS  REST API ,https://internshala.com/cached_uploads/logo%2F630ddac51d4e01661852357.png,flutter development cloud firestore dart firebase flutter ios rest api
Skygoal Tech,WordPress Development,"We at SkyGoal Tech are both skilled and enthusiastic about providing tech solutions from conception to completion, assisting in the transformation of creative ideas into long-term and sustainable solutions, all while staying under budget and with a comprehensive grasp of the agility required",Hyderabad,WordPress ,https://internshala.com/cached_uploads/logo%2F630ddac51d4e01661852357.png,wordpress development wordpress
Connex India,3D Modeling,"At Connex India, we believe that technology can make a meaningful difference in the lives around us. The lives of those who use it, the lives of those who build it, and society at large. We create and provide software that is beautiful, usable, and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers, and their clients.",Work From Home,3ds Max  Blender 3D  Unity 3D ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,3d modeling 3ds max blender 3d unity 3d
Ensemble Control Incorporation,Full Stack Development,"Ensemble Control Inc. is starting a loyalty aggregation app for retailers, restaurants, spas, and independent shop owners.",Work From Home,Algorithms  Amazon Web Services (AWS)  Android  Blogging  CI/CD  Django  iOS  Python  React Native  Search Engine Optimization (SEO)  WordPress ,https://internshala.com/cached_uploads/logo%2F63f392eeaa61c1676907246.jpg,full stack development algorithms amazon web services (aws) android blogging ci cd django ios python react native search engine optimization (seo) wordpress
Schrodinger Ideas Private Limited,Salesforce Development,"Atom, an app under Schrodinger Ideas Private Limited, is a niche community of highly motivated people who want to do something meaningful in their lives. In short, you can say it's a community for entrepreneurs/doers. We believe that we can achieve our full potential as human beings if we get connected in a better way.",Work From Home,Salesforce ,https://internshala.com/cached_uploads/logo%2F62b4573c8fe901655985980.jpg,salesforce development salesforce
Schrodinger Ideas Private Limited,SQL Development,"Atom, an app under Schrodinger Ideas Private Limited, is a niche community of highly motivated people who want to do something meaningful in their lives. In short, you can say it's a community for entrepreneurs/doers. We believe that we can achieve our full potential as human beings if we get connected in a better way.",Work From Home,SQL ,https://internshala.com/cached_uploads/logo%2F62b4573c8fe901655985980.jpg,sql development sql
Kadvekar Consultancy Services Private Limited,PHP Development,We at Kadvekar Consultancy Services Private Limited work very hard to help our clients to grow their businesses. Our clients are very important to us. Our intelligent and talented professionals work very smartly and quickly on the clients' projects without compromising work quality.,Navi Mumbai,AJAX  HTML  JavaScript  jQuery  LARAVEL  MySQL  PHP  WordPress ,https://internshala.com/cached_uploads/logo%2F5ec77e128b0171590132242.png,php development ajax html javascript jquery laravel mysql php wordpress
Finplex Solutions,Backend Development,"Finplex(GoGullak) is an Orchestrated finance platform that makes finance as easy as arranging files on dropbox. Users can map, measure, and act on their financial needs by creating labeled micro-containers called Gullaks. Our team is also working on various products using Large Language Models (LLM) and other technologies.",Bangalore,Amazon Web Services (AWS)  Golang  Python ,https://internshala.com/cached_uploads/logo%2F63f343403ac1f1676886848.png,backend development amazon web services (aws) golang python
Silfra Technologies,ReactJS Development,"We are data analytics, IoT and digital services provider with offices in Bangalore and Pune. We are passionate about applying technology for better business decisions.",Pune, ,https://internshala.com/cached_uploads/logo%2F5e2fdef6b03431580195574.jpg,reactjs development
Playzone Media Management,Web Design,"Playzone Media Management Private Limited, through its verticals -- Medilytix, Elementsofts, and Indian Sports News (ISN) --  intends to make some positive changes in the field of media, digital marketing, PR, web-based services, and sports.

Medilytix aims to make a leading digital platform for authentic news, articles, features, interviews, and knowledge papers intended to strengthen the information base for the industry ecosystem. It has also diversified its offerings to conferences, webinars & customized events. 

Elementsofts which is a renowned web development & digital marketing company intends to assist individuals, business owners, marketing managers, and organizations to enhance and ease the way they carry out their businesses and other activities. 

Through ISN, it not only aims to create a sports portal that embraces the sport in its totality but it is also dedicated to organizing and managing sports events and tours for corporates, schools, colleges, and NGOs.",Noida, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,web design
FAVE Marketing Solutions,3D Design,We are an event management company that takes care of all the organization and tasks to deliver a successful event.,Bangalore,3ds Max  Adobe After Effects  Adobe Illustrator  Adobe Photoshop  Autodesk Maya  Blender 3D  CorelDRAW ,https://internshala.com/cached_uploads/logo%2F63886ef596dea1669885685.jpg,3d design 3ds max adobe after effects adobe illustrator adobe photoshop autodesk maya blender 3d coreldraw
IMG Global Infotech Private Limited,Backend Development,"IMG Global Infotech is an ISO 9001:2008 certified software development company that provides various software solutions to its customers. Some of the services provided by IMG are - software development, CMS, mobile application development, website development, SEO/SMO services, internet marketing, e-commerce website development, graphic design, Android app development, and corporate training. We strive to become a one-stop emporium for our client's entire spectrum of IT requirements. IMG Global Infotech is a dynamic amalgamation of capabilities, talents, and dedication.",Jaipur,MySQL  Node.js  PHP ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,backend development mysql node.js php
The Crafty Talk,Mechanical Engineering,We are an organization that aims to imbibe the craft culture of Indian professionals into young India. We get the young minds to work with the older generations and export the art into the global market.,Work From Home,ANSYS  AutoCAD  Autodesk Fusion 360  Catia  MS-Office  SolidWorks ,https://internshala.com/cached_uploads/logo%2F5e2fdf393a12a1580195641.png,mechanical engineering ansys autocad autodesk fusion 360 catia ms-office solidworks
The Crafty Talk,Blockchain Development,We are an organization that aims to imbibe the craft culture of Indian professionals into young India. We get the young minds to work with the older generations and export the art into the global market.,Work From Home,Blockchain  C++ Programming  Ethereum  Hyperledger  Java  JavaScript  Node.js  Python  ReactJS ,https://internshala.com/cached_uploads/logo%2F5e2fdf393a12a1580195641.png,blockchain development blockchain c++ programming ethereum hyperledger java javascript node.js python reactjs
AlmaBetter,Game Development,"AlmaBetter is one of the top online education providers in the nation, helping educate and prepare students for demanding roles in the modern workplace. We offer programs to students with skills to qualify as coveted web developers and data scientists. Students undergo comprehensive training to strengthen their knowledge in the field of Web3 development, data science, and analytics.",Bangalore,JavaScript  Unity Engine ,https://internshala.com/cached_uploads/logo%2F5f43719920d721598255513.png,game development javascript unity engine
Rocket Llama Games,Unity Game Programming,"Rocket Llama Games by Crafix Productions LLP is a game development studio founded in November 2020, with the goal to create fun, highly immersive and interactive games on various game platforms. We are a team of experienced and highly skilled game programmers, artists and designers with a drive to create games that will be enjoyed by the masses.",Work From Home,C#  Unity 3D  Unity Engine ,https://internshala.com/cached_uploads/logo%2F63f0a600780b81676715520.png,unity game programming c# unity 3d unity engine
Colorsmart Enterprises,Matlab Development,"We are a digital marketing consultancy providing full-time, work-from-home, and returnee programs for candidates with a career break, students with low-grade education of 12th standard or diploma, housewives with little education and understanding in English, physically challenged, etc.",Work From Home,MATLAB ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,matlab development matlab
Nexondeck,3D Character Animation (Unity),"Nexondeck is a small and dynamic indie game studio that specializes in the development of engaging puzzle games for mobile devices. Our team is made up of experienced game developers, artists, and designers who are passionate about creating immersive and entertaining experiences for our players. We have released a number of successful puzzle games in the past few years and are constantly seeking new opportunities to expand our portfolio and reach a wider audience. Our target audience is primarily casual gamers who enjoy challenging and rewarding puzzle games. 

At Nexondeck, we are committed to delivering high-quality games that exceed our players' expectations and strive to constantly improve and innovate in the puzzle game genre. We pride ourselves on our ability to create engaging and enjoyable experiences for our players and look forward to continuing to grow and evolve as a company.",Work From Home,3ds Max  Blender 3D  Unity 3D  Unity Engine ,https://internshala.com/cached_uploads/logo%2F63aeb833071ce1672394803.png,3d character animation (unity) 3ds max blender 3d unity 3d unity engine
Blackcoffer,WordPress Development,"Blackcoffer is an enterprise software and analytics consulting firm based in India and the European Union (Malta). It is a data-driven, technology, and decision science firm focused exclusively on big data and analytics, data-driven dashboards, applications development, information management, and consulting of any kind, from any source, on a massive scale. We are a young and global consulting shop helping enterprises and entrepreneurs to solve big data and analytics, data-driven dashboards, applications development, and information management problems to minimize risk, explore opportunities for future growth, and increase profits more effectively. 

We provide intelligence, accelerate innovation and implement technology with extraordinary breadth and depth of global insights into big data, data-driven dashboards, application development, and information management for organizations through combining unique, specialist services, and high-level human expertise.",Work From Home,Bootstrap  CSS  HTML  JavaScript  PHP  Search Engine Optimization (SEO)  Video Editing  WordPress ,https://internshala.com/cached_uploads/logo%2F5e2fdce8a376f1580195048.png,wordpress development bootstrap css html javascript php search engine optimization (seo) video editing wordpress
Resolute AI Software,Software Testing,"We work with enterprises to build AI capabilities, platforms, and solutions talent academy, leveraging the latest technologies to deliver unique platforms and solutions. We are working on launching unique AI and ML-enabled solutions to solve critical problems around security, customer behavior analytics, and improving customer engagement.",Work From Home,Database Testing  GUI Testing  Manual Testing  Software Testing ,https://internshala.com/cached_uploads/logo%2F5efc8675239821593607797.png,software testing database testing gui testing manual testing software testing
Schaffen Softwares,Backend Development,"At Schaffen, we believe that our solutions will soon become one of the biggest segments in the industry. We've only just started, but we already know that every product we build requires hard-earned skills, dedication, and a daring attitude. With our innovative and insightful technology, we strive to enhance our users' everyday experiences. Founded in 2019, our incredible team of engineers, programmers, designers, and marketing experts have worked tirelessly to bring Schaffen to the forefront of the industry.

In order to provide excellent solutions, we dedicate time and resources to research the market needs and our users' habits and motives. We have and will continue to work tirelessly to become the technological standard, providing big-picture insights.",Work From Home,Django  Express.js  Node.js  Python  REST API ,https://internshala.com/cached_uploads/logo%2F60de309e8a8851625174174.jpg,backend development django express.js node.js python rest api
COCO Socials Private Limited,Blockchain Development,We have built COCO around the idea of connecting creative minds. We are building a community where art and creativity stand out and grab all the limelight. COCO is the platform for new-age content creators who genuinely love what they are doing and aim to make a difference.,Work From Home,Blockchain  Ethereum  Git  MongoDB  NoSQL  Python  Solidity ,https://internshala.com/cached_uploads/logo%2F63e9e5f335f851676273139.png,blockchain development blockchain ethereum git mongodb nosql python solidity
KUKbit Software Lab,Machine Learning,"KUKbit Software Lab helps clients manage their cloud environments from initial design through building, deploying, and ongoing management. We apply best practices that are developed over 5+ years in traditional IT and 3+ years as a premier AWS partner to help and ensure that our client's environment is secure, meet compliance requirements and maintain high availability to provide the broadest set of services and security for enterprise-grade apps, across any multi-cloud environment.",Pune,Data Science  Deep Learning  Machine Learning  Python  R Programming ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,machine learning data science deep learning machine learning python r programming
MATLAB Helper,Matlab Development,"MATLAB Helper is an organization providing programming expertise with assistance to students, professionals, and researchers. We provide help from MATLAB basics to advanced MATLAB codes and Simulink Projects which includes IoT, Artificial Intelligence, Machine Learning, Image Processing and many more. We have a team of enthusiastic developers who are devoted to MATLAB Programming. Our specialty lies in the way we have assisted and provided guidance in corporate projects, academic paper, and research work from basic to advanced level for our clients.",Work From Home,Computer Vision  Creative Writing  Deep Learning  Internet of Things (IoT)  Machine Learning  MATLAB  Video Making ,https://internshala.com/cached_uploads/logo%2F5e2fdc7d2ee7d1580194941.png,matlab development computer vision creative writing deep learning internet of things (iot) machine learning matlab video making
GUVI Geek Network Private Limited,Data Engineering,"GUVI (Grab Ur Vernacular Imprint) is an IIT Madras-incubated online learning and mentoring company. GUVI was awarded 'Top 25 Social Entrepreneur of the year 2016' by AFI. We help people learn information technology courses in their native language (English) to accelerate their skills and make them more employable through online mediums. To date, over 1.5 lakh students from 11 states have been part of our platform.",Chennai, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,data engineering
INGLU,Web Development/Design,INGLU is a student-based startup. We provide you with a lifetime of experience. Our motto is not just working but having fun too. We help students in finding scholarships and other student-related services to help them have a hassle-free student life.,Delhi, ,https://internshala.com/cached_uploads/logo%2F5e2fdd8418f181580195204.jpg,web development design
CoConnexion,WordPress Development,"Connect-, is a small word but carries a huge emphasis and is the nucleus around which our company revolves. We help you connect to resources that you require for the efficient running of your business, and connect you to the modes and mediums that will help you establish a brand and give you an edge over your competitors.  We as an organization are determined to help you become a mighty atom in your field and achieve higher standards of success. 

CoConnexion is a consulting organization, which started by targeting cafes & restaurants and underutilized startups. Our founders and our organization have had the support of the nutritionist community which played a major role to revolutionize the food and beverage industry. With our creative and unique business expertise, and food & beverage ideas we empowered small-scale businesses to escalate their growth and development.",Indore, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,wordpress development
IESoft Technologies Private Limited,Full Stack Development,"IESoft Technologies Private Limited is a product and services company with a global presence. We started our operations in the year 2012. We have come a long way in the past nine years. We have global clients from Singapore, the US, the UK, Canada, and the Middle East. Some of our clients are from the Fortune 500 list and big global names. We have helped many clients reach their goals & have been supporting them with our software expertise. We had launched a couple of products a few years ago and they are very successful now. The company offers an awesome working culture.",Work From Home,CSS  HTML  JavaScript  Node.js  ReactJS ,https://internshala.com/cached_uploads/logo%2F60d5a46288f921624613986.png,full stack development css html javascript node.js reactjs
CloudShope Tehnologies Private Limited,Web Development,"CloudShope is India's one of the best and fastest-growing Cloud telephony start-up. With the conducive environment and dynamic management, we are able to build a strong team of professionals who are exploring themselves for ample opportunity for growth at CloudShope. With a rapid pace of high-quality product development, the company is growing multi-fold every year. We automate business communication for both inbound and outbound processes. We provide almost all cloud telephony services under one roof including CRM which gives our customers an added advantage of going with CloudShope. We go beyond boundaries to be part of customer success stories.",Noida,CSS  HTML  JavaScript  jQuery  PHP  User Interface (UI) Development  Web Application Security ,https://internshala.com/cached_uploads/logo%2F5e2fdeca252151580195530.png,web development css html javascript jquery php user interface (ui) development web application security
MPK I - Gate Private Limited,Science Research & Biotech Engineering,"MPK I Gate Private Limited is an innovation-oriented company that has B2B and B2C e-commerce platforms working in the sphere of small and medium entrepreneurs. Union Minister of State for Commerce and Industry, Nirmala Sitharaman launched our first platform on 13th February 2015. 

We are an exciting startup working on disrupting the health and personal care goods industry. Our first foray is into sports and ortho support and we have partnered with IIT Delhi for innovations in this area. We are an ambitious company that loves design and style.",Delhi,Adobe Photoshop  Biology  English Proficiency (Written)  MS-Office  Product Lifecycle Management(PLM)  Report Writing ,https://internshala.com/cached_uploads/logo%2F5f291be8945e31596529640.png,science research & biotech engineering adobe photoshop biology english proficiency (written) ms-office product lifecycle management(plm) report writing
Endeavor Academy,Electrical Engineering - Subject Matter Expert (Doubt Solving - Night Shift),"Endeavor Academy is an academy of industry experts. We are providing the following services as an ed-tech solution provider: textbook solutions, video solutions, QnA experts, experts for CMS portal, and live classes. The level of projects that we are handling is middle school, high school, and graduation subjects. Projects that we have done previously include the Brainly CMS portal, the OneClass CMS portal, Bartleby QnA experts, Vedantu video solutions, Doubtnut Video solutions, and Chegg TBS Project.",Work From Home, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,electrical engineering - subject matter expert (doubt solving - night shift)
Naxatra Labs,Design and Fabrication,Naxatra Labs is an early stage working on axial flux motors and their controllers for electric 2 and 3-wheelers.,Ahmedabad,AutoCAD  Autodesk Fusion 360  SolidWorks ,https://internshala.com/cached_uploads/logo%2F628778015f1f11653045249.png,design and fabrication autocad autodesk fusion 360 solidworks
Axonet Emsys Private Limited,Embedded Systems,"Axonet Emsys Private Limited started in 2008 by a team of instrumentation and control systems engineers to provide quality services in the field of instrumentation and embedded systems and systems software. We have a development center in Pune, India, and a customer interaction presence in California, USA. We provide turnkey solutions in instrumentation and electronics. We specialize in hardware development, embedded systems, PLC-based systems, FPGA-based systems, and factory automation. We are system integrators and OEM for IoT gateways and end-to-end IoT solutions.",Pune,Arduino  ARM Microcontroller  Circuit Design  C Programming  EAGLE  Embedded Systems  Internet of Things (IoT)  Python  Raspberry Pi ,https://internshala.com/cached_uploads/logo%2F5e2fdcf1b8d1c1580195057.jpg,embedded systems arduino arm microcontroller circuit design c programming eagle embedded systems internet of things (iot) python raspberry pi
Luneblaze,Next JS Development,Lumeblaze is a knowledge sharing network. Which facilitates online as well as physical interactions for knowledge-sharing and learning purposes. We believe that physical interactions are the most significant interactions and have a long-lasting impression on us.,Faridabad,Next.js  ReactJS ,https://internshala.com/cached_uploads/logo%2F5e2fdebcc5c901580195516.png,next js development next.js reactjs
Endeavor Academy,Mechanical Engineering - Subject Matter Expert (Night Shift),"Endeavor Academy is an academy of industry experts. We are providing the following services as an ed-tech solution provider: textbook solutions, video solutions, QnA experts, experts for CMS portal, and live classes. The level of projects that we are handling is middle school, high school, and graduation subjects. Projects that we have done previously include the Brainly CMS portal, the OneClass CMS portal, Bartleby QnA experts, Vedantu video solutions, Doubtnut Video solutions, and Chegg TBS Project.",Work From Home,AutoCAD  LaTeX ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,mechanical engineering - subject matter expert (night shift) autocad latex
Ace 360,Mobile App Development,"We are a one-stop solution for all your branding requirements. We are into website development, mobile app development, and digital marketing.",Mumbai,Android  Bootstrap  CodeIgniter  Firebase  Flutter  iOS  Java  Kotlin  Model View Controller(MVC)  Node.js  PHP  ReactJS  React Native  REST API  Swift ,https://internshala.com/cached_uploads/logo%2F5e2fdd7918e8c1580195193.png,mobile app development android bootstrap codeigniter firebase flutter ios java kotlin model view controller(mvc) node.js php reactjs react native rest api swift
Avadesh B,React Native Development And Testing,"I am currently working on an early-stage startup in the travel space. I'm bootstrapping this project. I have exited a startup before, completed my MBA from New York, and worked in the US for three years before moving to India to work on my startup. I'm a travel enthusiast and have traveled to 22 countries so far.",Work From Home,MEAN/MERN Stack  React Native ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,react native development and testing mean mern stack react native
Laundry Buddy,WordPress Development,Laundry Buddy provides excellent and dedicated after-sales service for your laundry needs throughout the Electronic City Phase 1 area in Bangalore at our authorized center.,Work From Home,LARAVEL  WordPress ,https://internshala.com/cached_uploads/logo%2F633f084d5a2c81665075277.png,wordpress development laravel wordpress
Agadhanimus Technologies Private Limited,Web Development,"Agadhnimus develops innovative and creative products and services that provide total communication and information solutions. Among a plethora of services, web design and development, tailor-made applications, ERPs, CRMs, e-commerce solutions, digital marketing, B2B applications, business-to-client applications, and automation are a few that we offer. Satisfied clients around the globe bear testimony to the quality of our work.

As a leader in technology exploration, Agadhanimus is committed to exporting quality software worldwide. The general purpose of Agadhanimus is to develop and promote advanced information technologies for multi-user operations.
Agadhanimus's business philosophy is to assure the highest quality product, total client satisfaction, timely delivery of solutions, and the best quality/price ratio found in the industry. Our emphasis is on offering a high degree of product user-friendliness through positive, creative, and focused company staff.",Dehradun,Bootstrap  CSS  HTML  JavaScript  jQuery  MySQL  Node.js  PHP  ReactJS ,https://internshala.com/cached_uploads/logo%2F5f4c5edd2f5341598840541.jpg,web development bootstrap css html javascript jquery mysql node.js php reactjs
OAK Appian Training,Flutter Development,"We at OAK provide cutting-edge Appian BPM online training facilities with experienced professionals. They are experts at Appian BPM and related technologies. OAK provides flexible learning methods and timings specially oriented toward beginners. The course is a balance of knowledge and practical skill which will make the learners make bots from scratch. Our course is designed as an e-learning platform with one-to-one interaction, testing with assignments and projects, certification, and boosting skills by providing job assistance. OAK values student support the most by providing a 24/7 available personal mentor with special care and guidance.",Work From Home,Android  Cloud Firestore  Dart  Express.js  Firebase  Firebase Cloud Messaging  Flutter  Git  iOS  JavaScript  JSON  Node.js  ReactJS  REST API  User Interface (UI) Development  VS Code ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,flutter development android cloud firestore dart express.js firebase firebase cloud messaging flutter git ios javascript json node.js reactjs rest api user interface (ui) development vs code
Peerless Immigration Services,WordPress Development,Peerless Immigration Services is a team of one of the best-known immigration consultants with knowledge and a good number of years of experience for all types of visas. Here we offer quality services with a transparent process & case-specific guidance.,Delhi,Bootstrap  Canva  CSS  HTML  JavaScript  jQuery  PHP  WordPress ,https://internshala.com/cached_uploads/logo%2F601a75ef4adc61612346863.png,wordpress development bootstrap canva css html javascript jquery php wordpress
Dendrite.ai,Full Stack Python/Flask Web Development,"We are a fintech catered toward investment bankers, quant finance researchers, data scientists, finance/business/accounting students, finance/business/accounting professors, and also retail investors. The AI-augmented workflow terminal provides a modern well thought-through integration of ML research workbench, banker intelligence platform, and news among other services to finally make work-life easy by providing the best in class products.",Work From Home,Docker  Flask  Git  Python  SQL  Unix ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,full stack python flask web development docker flask git python sql unix
